score,feature
score_1,Parabacteroides_distasonis
score_1,Phocaeicola_massiliensis
score_1,Bacteroides_xylanisolvens
score_1,Eubacterium_siraeum
score_1,Barnesiella_intestinihominis
score_1,Lachnospira_pectinoschiza
score_1,Sutterella_wadsworthensis
score_1,Anaerostipes_hadrus
score_1,Paraprevotella_clara
score_1,Ruminococcaceae_unclassified_SGB15234
score_1,Lacrimispora_amygdalina
score_1,Collinsella_aerofaciens
score_1,GGB9342_SGB14306
score_1,Alistipes_ihumii
score_1,Clostridium_sp_AF34_13
score_2,Clostridium_sp_AM49_4BH
score_2,Dysosmobacter_welbionis
score_2,Coprococcus_eutactus
score_2,Ruminococcus_bicirculans
score_2,Ruminococcus_gnavus
score_2,Odoribacter_splanchnicus
score_2,Roseburia_inulinivorans
score_2,Blautia_faecis
score_2,Bacteroides_ovatus
score_2,Alistipes_communis
score_2,Clostridium_fessum
score_2,Blautia_wexlerae
score_2,Faecalibacterium_prausnitzii
score_2,Bilophila_wadsworthia
score_2,Dialister_invisus
score_2,Akkermansia_muciniphila
score_2,Roseburia_sp_AF02_12
score_2,GGB9758_SGB15368
score_2,Clostridium_sp_AF36_4
score_2,Blautia_massiliensis
score_2,Alistipes_finegoldii
score_2,Ruminococcus_lactaris
score_2,Bifidobacterium_longum
score_2,Roseburia_faecis
score_2,GGB9635_SGB15106
score_2,Bacteroides_finegoldii
score_2,Ruminococcaceae_unclassified_SGB15265
score_2,Ruthenibacterium_lactatiformans
score_2,Alistipes_shahii
score_2,Clostridium_sp_AF15_49
score_2,Bacteroides_cellulosilyticus
score_2,Lachnospira_sp_NSJ_43
score_2,GGB9615_SGB15053
score_2,Parasutterella_excrementihominis
score_2,Streptococcus_thermophilus
score_2,Escherichia_coli
score_2,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_2,Clostridium_sp_AF34_10BH
score_2,Parabacteroides_merdae
score_2,GGB9602_SGB15031
score_2,Bacteroides_thetaiotaomicron
score_2,Roseburia_intestinalis
score_2,Coprococcus_comes
score_2,Lacrimispora_celerecrescens
score_2,Candidatus_Cibiobacter_qucibialis
score_2,Gemmiger_formicilis
score_2,Bacteroides_caccae
score_2,Candidatus_Gastranaerophilales_bacterium
score_2,Phocaeicola_dorei
score_2,Bacteroides_stercoris
score_2,Clostridiales_bacterium
score_2,Flavonifractor_plautii
score_2,Faecalibacterium_SGB15346
score_2,Alistipes_putredinis
score_2,GGB3746_SGB5089
score_2,Ruminococcus_torques
score_2,Phocaeicola_vulgatus
score_2,Bacteroides_uniformis
score_2,Parabacteroides_distasonis
score_2,Bacteroides_fragilis
score_2,Lachnospira_eligens
score_2,Ruminococcus_bromii
score_2,Anaerostipes_hadrus
score_2,Roseburia_hominis
score_2,Dorea_longicatena
score_2,Ruminococcaceae_unclassified_SGB15234
score_2,Bifidobacterium_adolescentis
score_2,Collinsella_aerofaciens
score_2,Ruminococcaceae_unclassified_SGB15260
score_2,Lachnospira_SGB5077
score_2,Alistipes_ihumii
score_3,Clostridium_sp_AM49_4BH
score_3,Dysosmobacter_welbionis
score_3,Coprococcus_eutactus
score_3,Ruminococcus_bicirculans
score_3,Ruminococcus_gnavus
score_3,Odoribacter_splanchnicus
score_3,Roseburia_inulinivorans
score_3,Blautia_faecis
score_3,Bacteroides_ovatus
score_3,Alistipes_communis
score_3,Clostridium_fessum
score_3,Blautia_wexlerae
score_3,Faecalibacterium_prausnitzii
score_3,Bilophila_wadsworthia
score_3,Dialister_invisus
score_3,Akkermansia_muciniphila
score_3,Roseburia_sp_AF02_12
score_3,GGB9758_SGB15368
score_3,Clostridium_sp_AF36_4
score_3,Blautia_massiliensis
score_3,Alistipes_finegoldii
score_3,Ruminococcus_lactaris
score_3,Bifidobacterium_longum
score_3,Roseburia_faecis
score_3,GGB9635_SGB15106
score_3,Bacteroides_finegoldii
score_3,Ruminococcaceae_unclassified_SGB15265
score_3,Ruthenibacterium_lactatiformans
score_3,Alistipes_shahii
score_3,Clostridium_sp_AF15_49
score_3,Bacteroides_cellulosilyticus
score_3,Lachnospira_sp_NSJ_43
score_3,GGB9615_SGB15053
score_3,Parasutterella_excrementihominis
score_3,Streptococcus_thermophilus
score_3,Escherichia_coli
score_3,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_3,Clostridium_sp_AF34_10BH
score_3,Parabacteroides_merdae
score_3,GGB9602_SGB15031
score_3,Bacteroides_thetaiotaomicron
score_3,Roseburia_intestinalis
score_3,Coprococcus_comes
score_3,Lacrimispora_celerecrescens
score_3,Candidatus_Cibiobacter_qucibialis
score_3,Gemmiger_formicilis
score_3,Bacteroides_caccae
score_3,Candidatus_Gastranaerophilales_bacterium
score_3,Phocaeicola_dorei
score_3,Bacteroides_stercoris
score_3,Clostridiales_bacterium
score_3,Flavonifractor_plautii
score_3,Faecalibacterium_SGB15346
score_3,Alistipes_putredinis
score_3,GGB3746_SGB5089
score_3,Ruminococcus_torques
score_3,Anaerobutyricum_hallii
score_3,Lachnospira_pectinoschiza
score_3,Collinsella_aerofaciens
score_3,Bacteroides_uniformis
score_3,Parabacteroides_distasonis
score_3,Bacteroides_xylanisolvens
score_3,Bacteroides_fragilis
score_3,Phocaeicola_plebeius
score_3,Ruminococcus_bromii
score_3,Anaerostipes_hadrus
score_3,Roseburia_hominis
score_3,Bacteroides_faecis
score_3,GGB1266_SGB1699
score_3,Dorea_longicatena
score_3,Bifidobacterium_adolescentis
score_3,Clostridia_unclassified_SGB4367
score_4,Clostridium_sp_AM49_4BH
score_4,Dysosmobacter_welbionis
score_4,Coprococcus_eutactus
score_4,Ruminococcus_bicirculans
score_4,Ruminococcus_gnavus
score_4,Odoribacter_splanchnicus
score_4,Roseburia_inulinivorans
score_4,Blautia_faecis
score_4,Bacteroides_ovatus
score_4,Alistipes_communis
score_4,Clostridium_fessum
score_4,Blautia_wexlerae
score_4,Faecalibacterium_prausnitzii
score_4,Bilophila_wadsworthia
score_4,Dialister_invisus
score_4,Akkermansia_muciniphila
score_4,Roseburia_sp_AF02_12
score_4,GGB9758_SGB15368
score_4,Clostridium_sp_AF36_4
score_4,Blautia_massiliensis
score_4,Alistipes_finegoldii
score_4,Ruminococcus_lactaris
score_4,Bifidobacterium_longum
score_4,Roseburia_faecis
score_4,GGB9635_SGB15106
score_4,Bacteroides_finegoldii
score_4,Ruminococcaceae_unclassified_SGB15265
score_4,Ruthenibacterium_lactatiformans
score_4,Alistipes_shahii
score_4,Clostridium_sp_AF15_49
score_4,Bacteroides_cellulosilyticus
score_4,Lachnospira_sp_NSJ_43
score_4,GGB9615_SGB15053
score_4,Parasutterella_excrementihominis
score_4,Streptococcus_thermophilus
score_4,Escherichia_coli
score_4,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_4,Clostridium_sp_AF34_10BH
score_4,Parabacteroides_merdae
score_4,GGB9602_SGB15031
score_4,Bacteroides_thetaiotaomicron
score_4,Roseburia_intestinalis
score_4,Coprococcus_comes
score_4,Lacrimispora_celerecrescens
score_4,Candidatus_Cibiobacter_qucibialis
score_4,Gemmiger_formicilis
score_4,Bacteroides_caccae
score_4,Candidatus_Gastranaerophilales_bacterium
score_4,Phocaeicola_dorei
score_4,Bacteroides_stercoris
score_4,Clostridiales_bacterium
score_4,Flavonifractor_plautii
score_4,Faecalibacterium_SGB15346
score_4,Alistipes_putredinis
score_4,GGB3746_SGB5089
score_4,Ruminococcus_torques
score_4,Ruminococcaceae_unclassified_SGB15260
score_4,Anaerostipes_hadrus
score_4,Roseburia_hominis
score_4,Phocaeicola_vulgatus
score_4,Bacteroides_uniformis
score_4,Bacteroides_eggerthii
score_4,Bacteroides_xylanisolvens
score_4,Eubacterium_siraeum
score_4,Lachnospira_eligens
score_4,Ruminococcus_bromii
score_4,Sutterella_wadsworthensis
score_4,Bacteroides_faecis
score_4,Bifidobacterium_adolescentis
score_4,Collinsella_aerofaciens
score_4,Alistipes_ihumii
score_5,Clostridium_sp_AM49_4BH
score_5,Dysosmobacter_welbionis
score_5,Coprococcus_eutactus
score_5,Ruminococcus_bicirculans
score_5,Ruminococcus_gnavus
score_5,Odoribacter_splanchnicus
score_5,Roseburia_inulinivorans
score_5,Blautia_faecis
score_5,Bacteroides_ovatus
score_5,Alistipes_communis
score_5,Clostridium_fessum
score_5,Blautia_wexlerae
score_5,Faecalibacterium_prausnitzii
score_5,Bilophila_wadsworthia
score_5,Dialister_invisus
score_5,Akkermansia_muciniphila
score_5,Roseburia_sp_AF02_12
score_5,GGB9758_SGB15368
score_5,Clostridium_sp_AF36_4
score_5,Blautia_massiliensis
score_5,Alistipes_finegoldii
score_5,Ruminococcus_lactaris
score_5,Bifidobacterium_longum
score_5,Roseburia_faecis
score_5,GGB9635_SGB15106
score_5,Bacteroides_finegoldii
score_5,Ruminococcaceae_unclassified_SGB15265
score_5,Ruthenibacterium_lactatiformans
score_5,Alistipes_shahii
score_5,Clostridium_sp_AF15_49
score_5,Bacteroides_cellulosilyticus
score_5,Lachnospira_sp_NSJ_43
score_5,GGB9615_SGB15053
score_5,Parasutterella_excrementihominis
score_5,Streptococcus_thermophilus
score_5,Escherichia_coli
score_5,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_5,Clostridium_sp_AF34_10BH
score_5,Parabacteroides_merdae
score_5,GGB9602_SGB15031
score_5,Bacteroides_thetaiotaomicron
score_5,Roseburia_intestinalis
score_5,Coprococcus_comes
score_5,Lacrimispora_celerecrescens
score_5,Candidatus_Cibiobacter_qucibialis
score_5,Gemmiger_formicilis
score_5,Bacteroides_caccae
score_5,Candidatus_Gastranaerophilales_bacterium
score_5,Phocaeicola_dorei
score_5,Bacteroides_stercoris
score_5,Clostridiales_bacterium
score_5,Flavonifractor_plautii
score_5,Faecalibacterium_SGB15346
score_5,Alistipes_putredinis
score_5,GGB3746_SGB5089
score_5,Ruminococcus_torques
score_5,Barnesiella_intestinihominis
score_5,Phocaeicola_vulgatus
score_5,Bacteroides_uniformis
score_5,Parabacteroides_distasonis
score_5,Phocaeicola_massiliensis
score_5,Bacteroides_xylanisolvens
score_5,Bacteroides_fragilis
score_5,Eubacterium_siraeum
score_5,Clostridiaceae_bacterium
score_5,Anaerostipes_hadrus
score_5,Rikenellaceae_bacterium
score_5,GGB6613_SGB9347
score_5,Collinsella_aerofaciens
score_5,GGB9342_SGB14306
score_6,Clostridium_sp_AM49_4BH
score_6,Dysosmobacter_welbionis
score_6,Coprococcus_eutactus
score_6,Ruminococcus_bicirculans
score_6,Ruminococcus_gnavus
score_6,Odoribacter_splanchnicus
score_6,Roseburia_inulinivorans
score_6,Blautia_faecis
score_6,Bacteroides_ovatus
score_6,Alistipes_communis
score_6,Clostridium_fessum
score_6,Blautia_wexlerae
score_6,Faecalibacterium_prausnitzii
score_6,Bilophila_wadsworthia
score_6,Dialister_invisus
score_6,Akkermansia_muciniphila
score_6,Roseburia_sp_AF02_12
score_6,GGB9758_SGB15368
score_6,Clostridium_sp_AF36_4
score_6,Blautia_massiliensis
score_6,Alistipes_finegoldii
score_6,Ruminococcus_lactaris
score_6,Bifidobacterium_longum
score_6,Roseburia_faecis
score_6,GGB9635_SGB15106
score_6,Bacteroides_finegoldii
score_6,Ruminococcaceae_unclassified_SGB15265
score_6,Ruthenibacterium_lactatiformans
score_6,Alistipes_shahii
score_6,Clostridium_sp_AF15_49
score_6,Bacteroides_cellulosilyticus
score_6,Lachnospira_sp_NSJ_43
score_6,GGB9615_SGB15053
score_6,Parasutterella_excrementihominis
score_6,Streptococcus_thermophilus
score_6,Escherichia_coli
score_6,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_6,Clostridium_sp_AF34_10BH
score_6,Parabacteroides_merdae
score_6,GGB9602_SGB15031
score_6,Bacteroides_thetaiotaomicron
score_6,Roseburia_intestinalis
score_6,Coprococcus_comes
score_6,Lacrimispora_celerecrescens
score_6,Candidatus_Cibiobacter_qucibialis
score_6,Gemmiger_formicilis
score_6,Bacteroides_caccae
score_6,Candidatus_Gastranaerophilales_bacterium
score_6,Phocaeicola_dorei
score_6,Bacteroides_stercoris
score_6,Clostridiales_bacterium
score_6,Flavonifractor_plautii
score_6,Faecalibacterium_SGB15346
score_6,Alistipes_putredinis
score_6,GGB3746_SGB5089
score_6,Ruminococcus_torques
score_6,Bacteroides_fragilis
score_6,Bacteroides_uniformis
score_6,Phocaeicola_vulgatus
score_6,Prevotella_copri_clade_A
score_6,Phocaeicola_massiliensis
score_6,Bacteroides_xylanisolvens
score_6,Barnesiella_intestinihominis
score_6,Lachnospira_pectinoschiza
score_6,Clostridiaceae_bacterium
score_6,Anaerostipes_hadrus
score_6,Dorea_longicatena
score_6,Ruminococcaceae_unclassified_SGB15234
score_6,Lacrimispora_amygdalina
score_6,Collinsella_aerofaciens
score_6,GGB9176_SGB14114
score_6,GGB9342_SGB14306
score_6,Ruminococcaceae_unclassified_SGB15260
score_6,Parasutterella_SGB9260
score_6,Clostridium_sp_AF34_13
score_7,Clostridium_sp_AM49_4BH
score_7,Dysosmobacter_welbionis
score_7,Coprococcus_eutactus
score_7,Ruminococcus_bicirculans
score_7,Ruminococcus_gnavus
score_7,Odoribacter_splanchnicus
score_7,Roseburia_inulinivorans
score_7,Blautia_faecis
score_7,Bacteroides_ovatus
score_7,Alistipes_communis
score_7,Clostridium_fessum
score_7,Blautia_wexlerae
score_7,Faecalibacterium_prausnitzii
score_7,Bilophila_wadsworthia
score_7,Dialister_invisus
score_7,Akkermansia_muciniphila
score_7,Roseburia_sp_AF02_12
score_7,GGB9758_SGB15368
score_7,Clostridium_sp_AF36_4
score_7,Blautia_massiliensis
score_7,Alistipes_finegoldii
score_7,Ruminococcus_lactaris
score_7,Bifidobacterium_longum
score_7,Roseburia_faecis
score_7,GGB9635_SGB15106
score_7,Bacteroides_finegoldii
score_7,Ruminococcaceae_unclassified_SGB15265
score_7,Ruthenibacterium_lactatiformans
score_7,Alistipes_shahii
score_7,Clostridium_sp_AF15_49
score_7,Bacteroides_cellulosilyticus
score_7,Lachnospira_sp_NSJ_43
score_7,GGB9615_SGB15053
score_7,Parasutterella_excrementihominis
score_7,Streptococcus_thermophilus
score_7,Escherichia_coli
score_7,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_7,Clostridium_sp_AF34_10BH
score_7,Parabacteroides_merdae
score_7,GGB9602_SGB15031
score_7,Bacteroides_thetaiotaomicron
score_7,Roseburia_intestinalis
score_7,Coprococcus_comes
score_7,Lacrimispora_celerecrescens
score_7,Candidatus_Cibiobacter_qucibialis
score_7,Gemmiger_formicilis
score_7,Bacteroides_caccae
score_7,Candidatus_Gastranaerophilales_bacterium
score_7,Phocaeicola_dorei
score_7,Bacteroides_stercoris
score_7,Clostridiales_bacterium
score_7,Flavonifractor_plautii
score_7,Faecalibacterium_SGB15346
score_7,Alistipes_putredinis
score_7,GGB3746_SGB5089
score_7,Ruminococcus_torques
score_7,Phocaeicola_massiliensis
score_7,Phocaeicola_vulgatus
score_7,Bacteroides_uniformis
score_7,Bacteroides_eggerthii
score_7,Eubacterium_siraeum
score_7,Barnesiella_intestinihominis
score_7,Anaerostipes_hadrus
score_7,Blautia_obeum
score_7,Ruminococcaceae_unclassified_SGB15234
score_7,Akkermansia_sp_KLE1605
score_7,Alistipes_ihumii
score_8,Clostridium_sp_AM49_4BH
score_8,Dysosmobacter_welbionis
score_8,Coprococcus_eutactus
score_8,Ruminococcus_bicirculans
score_8,Ruminococcus_gnavus
score_8,Odoribacter_splanchnicus
score_8,Roseburia_inulinivorans
score_8,Blautia_faecis
score_8,Bacteroides_ovatus
score_8,Alistipes_communis
score_8,Clostridium_fessum
score_8,Blautia_wexlerae
score_8,Faecalibacterium_prausnitzii
score_8,Bilophila_wadsworthia
score_8,Dialister_invisus
score_8,Akkermansia_muciniphila
score_8,Roseburia_sp_AF02_12
score_8,GGB9758_SGB15368
score_8,Clostridium_sp_AF36_4
score_8,Blautia_massiliensis
score_8,Alistipes_finegoldii
score_8,Ruminococcus_lactaris
score_8,Bifidobacterium_longum
score_8,Roseburia_faecis
score_8,GGB9635_SGB15106
score_8,Bacteroides_finegoldii
score_8,Ruminococcaceae_unclassified_SGB15265
score_8,Ruthenibacterium_lactatiformans
score_8,Alistipes_shahii
score_8,Clostridium_sp_AF15_49
score_8,Bacteroides_cellulosilyticus
score_8,Lachnospira_sp_NSJ_43
score_8,GGB9615_SGB15053
score_8,Parasutterella_excrementihominis
score_8,Streptococcus_thermophilus
score_8,Escherichia_coli
score_8,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_8,Clostridium_sp_AF34_10BH
score_8,Parabacteroides_merdae
score_8,GGB9602_SGB15031
score_8,Bacteroides_thetaiotaomicron
score_8,Roseburia_intestinalis
score_8,Coprococcus_comes
score_8,Lacrimispora_celerecrescens
score_8,Candidatus_Cibiobacter_qucibialis
score_8,Gemmiger_formicilis
score_8,Bacteroides_caccae
score_8,Candidatus_Gastranaerophilales_bacterium
score_8,Phocaeicola_dorei
score_8,Bacteroides_stercoris
score_8,Clostridiales_bacterium
score_8,Flavonifractor_plautii
score_8,Faecalibacterium_SGB15346
score_8,Alistipes_putredinis
score_8,GGB3746_SGB5089
score_8,Ruminococcus_torques
score_8,Ruminococcaceae_unclassified_SGB15234
score_8,Bacteroides_uniformis
score_8,Parabacteroides_distasonis
score_8,Bacteroides_eggerthii
score_8,Phocaeicola_massiliensis
score_8,Ruminococcus_bromii
score_8,Lachnospira_pectinoschiza
score_8,Clostridiaceae_bacterium
score_8,Anaerostipes_hadrus
score_8,Rikenellaceae_bacterium
score_8,Paraprevotella_clara
score_8,Roseburia_hominis
score_8,Dorea_longicatena
score_8,Anaerobutyricum_hallii
score_8,Bifidobacterium_adolescentis
score_8,Collinsella_aerofaciens
score_8,Lachnospira_SGB5077
score_8,Alistipes_ihumii
score_8,Acidaminococcus_intestini
score_9,Clostridium_sp_AM49_4BH
score_9,Dysosmobacter_welbionis
score_9,Coprococcus_eutactus
score_9,Ruminococcus_bicirculans
score_9,Ruminococcus_gnavus
score_9,Odoribacter_splanchnicus
score_9,Roseburia_inulinivorans
score_9,Blautia_faecis
score_9,Bacteroides_ovatus
score_9,Alistipes_communis
score_9,Clostridium_fessum
score_9,Blautia_wexlerae
score_9,Faecalibacterium_prausnitzii
score_9,Bilophila_wadsworthia
score_9,Dialister_invisus
score_9,Akkermansia_muciniphila
score_9,Roseburia_sp_AF02_12
score_9,GGB9758_SGB15368
score_9,Clostridium_sp_AF36_4
score_9,Blautia_massiliensis
score_9,Alistipes_finegoldii
score_9,Ruminococcus_lactaris
score_9,Bifidobacterium_longum
score_9,Roseburia_faecis
score_9,GGB9635_SGB15106
score_9,Bacteroides_finegoldii
score_9,Ruminococcaceae_unclassified_SGB15265
score_9,Ruthenibacterium_lactatiformans
score_9,Alistipes_shahii
score_9,Clostridium_sp_AF15_49
score_9,Bacteroides_cellulosilyticus
score_9,Lachnospira_sp_NSJ_43
score_9,GGB9615_SGB15053
score_9,Parasutterella_excrementihominis
score_9,Streptococcus_thermophilus
score_9,Escherichia_coli
score_9,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_9,Clostridium_sp_AF34_10BH
score_9,Parabacteroides_merdae
score_9,GGB9602_SGB15031
score_9,Bacteroides_thetaiotaomicron
score_9,Roseburia_intestinalis
score_9,Coprococcus_comes
score_9,Lacrimispora_celerecrescens
score_9,Candidatus_Cibiobacter_qucibialis
score_9,Gemmiger_formicilis
score_9,Bacteroides_caccae
score_9,Candidatus_Gastranaerophilales_bacterium
score_9,Phocaeicola_dorei
score_9,Bacteroides_stercoris
score_9,Clostridiales_bacterium
score_9,Flavonifractor_plautii
score_9,Faecalibacterium_SGB15346
score_9,Alistipes_putredinis
score_9,GGB3746_SGB5089
score_9,Ruminococcus_torques
score_9,Rikenellaceae_bacterium
score_9,Lachnospira_eligens
score_9,Phocaeicola_vulgatus
score_9,Bacteroides_uniformis
score_9,Prevotella_copri_clade_A
score_9,Parabacteroides_distasonis
score_9,Bacteroides_fragilis
score_9,Ruminococcus_bromii
score_9,Clostridiaceae_bacterium
score_9,Anaerostipes_hadrus
score_9,Roseburia_hominis
score_9,GGB6613_SGB9347
score_9,GGB1266_SGB1699
score_9,Blautia_obeum
score_9,Ruminococcaceae_unclassified_SGB15234
score_9,Anaerobutyricum_hallii
score_9,Lacrimispora_amygdalina
score_9,Collinsella_aerofaciens
score_9,Ruminococcaceae_unclassified_SGB15260
score_9,Clostridium_sp_AF34_13
score_10,Clostridium_sp_AM49_4BH
score_10,Dysosmobacter_welbionis
score_10,Coprococcus_eutactus
score_10,Ruminococcus_bicirculans
score_10,Ruminococcus_gnavus
score_10,Odoribacter_splanchnicus
score_10,Roseburia_inulinivorans
score_10,Blautia_faecis
score_10,Bacteroides_ovatus
score_10,Alistipes_communis
score_10,Clostridium_fessum
score_10,Blautia_wexlerae
score_10,Faecalibacterium_prausnitzii
score_10,Bilophila_wadsworthia
score_10,Dialister_invisus
score_10,Akkermansia_muciniphila
score_10,Roseburia_sp_AF02_12
score_10,GGB9758_SGB15368
score_10,Clostridium_sp_AF36_4
score_10,Blautia_massiliensis
score_10,Alistipes_finegoldii
score_10,Ruminococcus_lactaris
score_10,Bifidobacterium_longum
score_10,Roseburia_faecis
score_10,GGB9635_SGB15106
score_10,Bacteroides_finegoldii
score_10,Ruminococcaceae_unclassified_SGB15265
score_10,Ruthenibacterium_lactatiformans
score_10,Alistipes_shahii
score_10,Clostridium_sp_AF15_49
score_10,Bacteroides_cellulosilyticus
score_10,Lachnospira_sp_NSJ_43
score_10,GGB9615_SGB15053
score_10,Parasutterella_excrementihominis
score_10,Streptococcus_thermophilus
score_10,Escherichia_coli
score_10,Lachnospiraceae_bacterium_WCA3_601_WT_6H
score_10,Clostridium_sp_AF34_10BH
score_10,Parabacteroides_merdae
score_10,GGB9602_SGB15031
score_10,Bacteroides_thetaiotaomicron
score_10,Roseburia_intestinalis
score_10,Coprococcus_comes
score_10,Lacrimispora_celerecrescens
score_10,Candidatus_Cibiobacter_qucibialis
score_10,Gemmiger_formicilis
score_10,Bacteroides_caccae
score_10,Candidatus_Gastranaerophilales_bacterium
score_10,Phocaeicola_dorei
score_10,Bacteroides_stercoris
score_10,Clostridiales_bacterium
score_10,Flavonifractor_plautii
score_10,Faecalibacterium_SGB15346
score_10,Alistipes_putredinis
score_10,GGB3746_SGB5089
score_10,Ruminococcus_torques
score_10,Bacteroides_xylanisolvens
score_10,Phocaeicola_vulgatus
score_10,Bacteroides_uniformis
score_10,Prevotella_copri_clade_A
score_10,Bacteroides_fragilis
score_10,Barnesiella_intestinihominis
score_10,Clostridiaceae_bacterium
score_10,Anaerostipes_hadrus
score_10,Rikenellaceae_bacterium
score_10,Blautia_obeum
score_10,Ruminococcaceae_unclassified_SGB15234
score_10,Lacrimispora_amygdalina
score_10,Bifidobacterium_adolescentis
score_10,Ruminococcaceae_unclassified_SGB4191
score_10,Alistipes_ihumii
score_10,Clostridium_sp_AF34_13
score_11,Clostridium_sp_AM49_4BH
score_11,Dysosmobacter_welbionis
score_11,Coprococcus_eutactus
score_11,Ruminococcus_bicirculans
score_11,Ruminococcus_gnavus
score_11,Odoribacter_splanchnicus
score_11,Roseburia_inulinivorans
score_11,Blautia_faecis
